"REF_DATE","GEO","DGUID","Age group","Sex","Response","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750300","8.6.3.2.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Satisfied","Number of persons","Persons","249","thousands","3","v116750301","8.6.3.3.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Satisfied","Percentage of persons","Percent","239","units ","0","v116750302","8.6.3.3.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750303","8.6.3.3.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750304","8.6.3.3.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116750305","8.6.3.4.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116750306","8.6.3.4.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750307","8.6.3.4.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750308","8.6.3.4.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116750309","8.6.3.9.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116750310","8.6.3.9.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750311","8.6.3.9.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750312","8.6.3.9.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Dissatisfied","Number of persons","Persons","249","thousands","3","v116750313","8.6.3.5.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116750314","8.6.3.5.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750315","8.6.3.5.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750316","8.6.3.5.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Very dissatisfied","Number of persons","Persons","249","thousands","3","v116750317","8.6.3.6.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Very dissatisfied","Percentage of persons","Percent","239","units ","0","v116750318","8.6.3.6.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750319","8.6.3.6.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750320","8.6.3.6.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Don't know/refusal/not stated","Number of persons","Persons","249","thousands","3","v116750321","8.6.3.7.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Don't know/refusal/not stated","Percentage of persons","Percent","239","units ","0","v116750322","8.6.3.7.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Don't know/refusal/not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v116750323","8.6.3.7.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","25 to 34 years","Female","Don't know/refusal/not stated","High 95% confidence interval, percent","Percent","239","units ","0","v116750324","8.6.3.7.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Total, job satisfaction","Number of persons","Persons","249","thousands","3","v116750325","8.3.1.1.1","13","","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Total, job satisfaction","Percentage of persons","Percent","239","units ","0","v116750326","8.3.1.1.2","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Total, job satisfaction","Low 95% confidence interval, percent","Percent","239","units ","0","v116750327","8.3.1.1.3","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Total, job satisfaction","High 95% confidence interval, percent","Percent","239","units ","0","v116750328","8.3.1.1.4","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very satisfied or satisfied","Number of persons","Persons","249","thousands","3","v116750329","8.3.1.8.1","12","","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very satisfied or satisfied","Percentage of persons","Percent","239","units ","0","v116750330","8.3.1.8.2","94.8","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very satisfied or satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750331","8.3.1.8.3","84.6","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very satisfied or satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750332","8.3.1.8.4","98.4","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very satisfied","Number of persons","Persons","249","thousands","3","v116750333","8.3.1.2.1","8","E","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very satisfied","Percentage of persons","Percent","239","units ","0","v116750334","8.3.1.2.2","60.3","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750335","8.3.1.2.3","44.1","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750336","8.3.1.2.4","74.5","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Satisfied","Number of persons","Persons","249","thousands","3","v116750337","8.3.1.3.1","4","E","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Satisfied","Percentage of persons","Percent","239","units ","0","v116750338","8.3.1.3.2","34.5","E","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750339","8.3.1.3.3","21.3","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750340","8.3.1.3.4","50.6","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116750341","8.3.1.4.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116750342","8.3.1.4.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750343","8.3.1.4.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750344","8.3.1.4.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116750345","8.3.1.9.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116750346","8.3.1.9.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750347","8.3.1.9.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750348","8.3.1.9.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Dissatisfied","Number of persons","Persons","249","thousands","3","v116750349","8.3.1.5.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116750350","8.3.1.5.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750351","8.3.1.5.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750352","8.3.1.5.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very dissatisfied","Number of persons","Persons","249","thousands","3","v116750353","8.3.1.6.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very dissatisfied","Percentage of persons","Percent","239","units ","0","v116750354","8.3.1.6.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750355","8.3.1.6.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750356","8.3.1.6.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Don't know/refusal/not stated","Number of persons","Persons","249","thousands","3","v116750357","8.3.1.7.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Don't know/refusal/not stated","Percentage of persons","Percent","239","units ","0","v116750358","8.3.1.7.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Don't know/refusal/not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v116750359","8.3.1.7.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Both sexes","Don't know/refusal/not stated","High 95% confidence interval, percent","Percent","239","units ","0","v116750360","8.3.1.7.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Total, job satisfaction","Number of persons","Persons","249","thousands","3","v116750361","8.3.2.1.1","6","","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Total, job satisfaction","Percentage of persons","Percent","239","units ","0","v116750362","8.3.2.1.2","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Total, job satisfaction","Low 95% confidence interval, percent","Percent","239","units ","0","v116750363","8.3.2.1.3","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Total, job satisfaction","High 95% confidence interval, percent","Percent","239","units ","0","v116750364","8.3.2.1.4","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very satisfied or satisfied","Number of persons","Persons","249","thousands","3","v116750365","8.3.2.8.1","5","E","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very satisfied or satisfied","Percentage of persons","Percent","239","units ","0","v116750366","8.3.2.8.2","88.3","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very satisfied or satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750367","8.3.2.8.3","67.8","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very satisfied or satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750368","8.3.2.8.4","96.4","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very satisfied","Number of persons","Persons","249","thousands","3","v116750369","8.3.2.2.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very satisfied","Percentage of persons","Percent","239","units ","0","v116750370","8.3.2.2.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750371","8.3.2.2.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750372","8.3.2.2.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Satisfied","Number of persons","Persons","249","thousands","3","v116750373","8.3.2.3.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Satisfied","Percentage of persons","Percent","239","units ","0","v116750374","8.3.2.3.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750375","8.3.2.3.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750376","8.3.2.3.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116750377","8.3.2.4.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116750378","8.3.2.4.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750379","8.3.2.4.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750380","8.3.2.4.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116750381","8.3.2.9.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116750382","8.3.2.9.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750383","8.3.2.9.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750384","8.3.2.9.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Dissatisfied","Number of persons","Persons","249","thousands","3","v116750385","8.3.2.5.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116750386","8.3.2.5.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750387","8.3.2.5.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750388","8.3.2.5.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very dissatisfied","Number of persons","Persons","249","thousands","3","v116750389","8.3.2.6.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very dissatisfied","Percentage of persons","Percent","239","units ","0","v116750390","8.3.2.6.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750391","8.3.2.6.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750392","8.3.2.6.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Don't know/refusal/not stated","Number of persons","Persons","249","thousands","3","v116750393","8.3.2.7.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Don't know/refusal/not stated","Percentage of persons","Percent","239","units ","0","v116750394","8.3.2.7.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Don't know/refusal/not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v116750395","8.3.2.7.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Male","Don't know/refusal/not stated","High 95% confidence interval, percent","Percent","239","units ","0","v116750396","8.3.2.7.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Total, job satisfaction","Number of persons","Persons","249","thousands","3","v116750397","8.3.3.1.1","7","","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Total, job satisfaction","Percentage of persons","Percent","239","units ","0","v116750398","8.3.3.1.2","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Total, job satisfaction","Low 95% confidence interval, percent","Percent","239","units ","0","v116750399","8.3.3.1.3","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Total, job satisfaction","High 95% confidence interval, percent","Percent","239","units ","0","v116750400","8.3.3.1.4","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very satisfied or satisfied","Number of persons","Persons","249","thousands","3","v116750401","8.3.3.8.1","7","","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very satisfied or satisfied","Percentage of persons","Percent","239","units ","0","v116750402","8.3.3.8.2","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very satisfied or satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750403","8.3.3.8.3","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very satisfied or satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750404","8.3.3.8.4","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very satisfied","Number of persons","Persons","249","thousands","3","v116750405","8.3.3.2.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very satisfied","Percentage of persons","Percent","239","units ","0","v116750406","8.3.3.2.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750407","8.3.3.2.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750408","8.3.3.2.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Satisfied","Number of persons","Persons","249","thousands","3","v116750409","8.3.3.3.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Satisfied","Percentage of persons","Percent","239","units ","0","v116750410","8.3.3.3.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750411","8.3.3.3.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750412","8.3.3.3.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116750413","8.3.3.4.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116750414","8.3.3.4.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750415","8.3.3.4.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750416","8.3.3.4.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116750417","8.3.3.9.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116750418","8.3.3.9.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750419","8.3.3.9.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750420","8.3.3.9.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Dissatisfied","Number of persons","Persons","249","thousands","3","v116750421","8.3.3.5.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116750422","8.3.3.5.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750423","8.3.3.5.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750424","8.3.3.5.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very dissatisfied","Number of persons","Persons","249","thousands","3","v116750425","8.3.3.6.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very dissatisfied","Percentage of persons","Percent","239","units ","0","v116750426","8.3.3.6.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750427","8.3.3.6.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750428","8.3.3.6.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Don't know/refusal/not stated","Number of persons","Persons","249","thousands","3","v116750429","8.3.3.7.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Don't know/refusal/not stated","Percentage of persons","Percent","239","units ","0","v116750430","8.3.3.7.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Don't know/refusal/not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v116750431","8.3.3.7.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","35 to 44 years","Female","Don't know/refusal/not stated","High 95% confidence interval, percent","Percent","239","units ","0","v116750432","8.3.3.7.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Total, job satisfaction","Number of persons","Persons","249","thousands","3","v116750433","8.7.1.1.1","15","","","","0"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Total, job satisfaction","Percentage of persons","Percent","239","units ","0","v116750434","8.7.1.1.2","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Total, job satisfaction","Low 95% confidence interval, percent","Percent","239","units ","0","v116750435","8.7.1.1.3","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Total, job satisfaction","High 95% confidence interval, percent","Percent","239","units ","0","v116750436","8.7.1.1.4","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Very satisfied or satisfied","Number of persons","Persons","249","thousands","3","v116750437","8.7.1.8.1","14","","","","0"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Very satisfied or satisfied","Percentage of persons","Percent","239","units ","0","v116750438","8.7.1.8.2","91.3","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Very satisfied or satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750439","8.7.1.8.3","76.3","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Very satisfied or satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750440","8.7.1.8.4","97.2","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Very satisfied","Number of persons","Persons","249","thousands","3","v116750441","8.7.1.2.1","4","E","","","0"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Very satisfied","Percentage of persons","Percent","239","units ","0","v116750442","8.7.1.2.2","27.1","E","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Very satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750443","8.7.1.2.3","16.0","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Very satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750444","8.7.1.2.4","42.1","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Satisfied","Number of persons","Persons","249","thousands","3","v116750445","8.7.1.3.1","10","","","","0"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Satisfied","Percentage of persons","Percent","239","units ","0","v116750446","8.7.1.3.2","64.2","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Satisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750447","8.7.1.3.3","48.1","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Satisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750448","8.7.1.3.4","77.6","","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Neither satisfied nor dissatisfied","Number of persons","Persons","249","thousands","3","v116750449","8.7.1.4.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Neither satisfied nor dissatisfied","Percentage of persons","Percent","239","units ","0","v116750450","8.7.1.4.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Neither satisfied nor dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750451","8.7.1.4.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Neither satisfied nor dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750452","8.7.1.4.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Dissatisfied or very dissatisfied","Number of persons","Persons","249","thousands","3","v116750453","8.7.1.9.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Dissatisfied or very dissatisfied","Percentage of persons","Percent","239","units ","0","v116750454","8.7.1.9.2","","F","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Dissatisfied or very dissatisfied","Low 95% confidence interval, percent","Percent","239","units ","0","v116750455","8.7.1.9.3","","F","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Dissatisfied or very dissatisfied","High 95% confidence interval, percent","Percent","239","units ","0","v116750456","8.7.1.9.4","","F","","","1"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Dissatisfied","Number of persons","Persons","249","thousands","3","v116750457","8.7.1.5.1","","F","","","0"
"2016","Prince Edward Island","2016A000211","45 to 54 years","Both sexes","Dissatisfied","Percentage of persons","Percent","239","units ","0","v116750458","8.7.1.5.2","","F","","","1"
